time,Latitude,Longitude,altitude,PM-2.5,Temp.
2020-08-30 07:13:07,26.930844899999997,75.7933801,431.25,14,32
2020-08-30 07:13:08,26.930882899999997,75.79342890000001,431.14,17,32
2020-08-30 07:13:10,26.930962100000006,75.7935494,430.74,14,32
2020-08-30 07:13:11,26.931003000000004,75.79360340000001,430.59,14,32
2020-08-30 07:13:12,26.93105,75.7936432,430.54,14,32
2020-08-30 07:13:13,26.931116600000003,75.79367490000001,429.4,13,32
2020-08-30 07:13:14,26.9311811,75.793687,429.31,13,32
2020-08-30 07:13:16,26.931346899999998,75.7937161,429.55,9,32
2020-08-30 07:13:17,26.931465799999998,75.79373659999999,429.83,13,32
2020-08-30 07:13:18,26.931524300000003,75.793746,430.05,10,32
2020-08-30 07:13:19,26.931649699999998,75.79376450000001,433.83,13,32
2020-08-30 07:13:20,26.9317088,75.7937744,433.65,7,32
2020-08-30 07:13:22,26.9318784,75.7938023,433.31,13,32
2020-08-30 07:13:23,26.931993100000003,75.7938272,433.25,12,32
2020-08-30 07:13:24,26.9320726,75.7938422,433.3,11,32
2020-08-30 07:13:25,26.932167100000004,75.79386109999999,436.82,16,32
2020-08-30 07:13:27,26.932350500000002,75.79389259999999,436.63,14,32
2020-08-30 07:13:28,26.932481699999997,75.793912,436.73,11,32
2020-08-30 07:13:29,26.9325918,75.7939316,436.92,10,32
2020-08-30 07:13:30,26.932663,75.79394350000001,437.05,11,32
2020-08-30 07:13:31,26.932796000000003,75.793971,438.11,12,32
2020-08-30 07:13:33,26.9329729,75.79400759999999,438.6,11,32
2020-08-30 07:13:34,26.933056899999997,75.7940248,438.65,8,32
2020-08-30 07:13:35,26.9331653,75.79404029999999,438.43,15,32
2020-08-30 07:13:36,26.933257,75.7940562,439.78,9,32
2020-08-30 07:13:37,26.9333868,75.7940871,439.82,10,32
2020-08-30 07:13:39,26.9335927,75.7941298,439.8,16,32
2020-08-30 07:13:40,26.933667699999997,75.7941463,439.84,19,32
2020-08-30 07:13:41,26.9337673,75.7941632,439.88,15,32
2020-08-30 07:13:42,26.933861100000005,75.7941772,440.21,26,32
2020-08-30 07:13:43,26.9339728,75.79419140000002,439.97,38,32
2020-08-30 07:13:45,26.9341636,75.7942111,439.56,23,32
2020-08-30 07:13:46,26.9342596,75.79422650000001,439.36,30,32
2020-08-30 07:13:47,26.9342998,75.7942312,439.1,24,32
2020-08-30 07:13:48,26.9343544,75.7942359,440.57,19,32
2020-08-30 07:13:50,26.9344028,75.7942409,440.51,17,32
2020-08-30 07:13:51,26.9344289,75.7942409,440.47,26,32
2020-08-30 07:13:52,26.934455600000003,75.7942345,440.42,34,32
2020-08-30 07:13:53,26.9344887,75.7942236,440.43,28,32
2020-08-30 07:13:54,26.9345158,75.7942065,443.3,31,32
2020-08-30 07:13:56,26.934586100000004,75.7941244,443.21,27,32
2020-08-30 07:13:57,26.934631300000003,75.7940464,443.14,23,32
2020-08-30 07:13:58,26.9346566,75.7939995,443.21,35,32
2020-08-30 07:13:59,26.9346901,75.7939392,443.22,25,32
2020-08-30 07:14:00,26.934732500000003,75.7938613,440.51,29,32
2020-08-30 07:14:02,26.934813800000004,75.7937179,439.95,28,32
2020-08-30 07:14:03,26.934863399999998,75.7936407,439.66,24,32
2020-08-30 07:14:04,26.9349252,75.7935384,439.5,44,32
2020-08-30 07:14:05,26.934953000000004,75.7934923,439.36,21,32
2020-08-30 07:14:06,26.935007399999996,75.7934061,436.64,25,32
2020-08-30 07:14:08,26.9351196,75.79323459999999,435.9,29,32
2020-08-30 07:14:09,26.9351779,75.7931443,435.96,18,32
2020-08-30 07:14:10,26.9352472,75.7930369,436.04,25,32
2020-08-30 07:14:11,26.935282399999995,75.79298440000001,435.99,24,32
2020-08-30 07:23:02,26.942192,75.7978095,456.53,26,31
2020-08-30 07:23:03,26.942132399999995,75.79784120000001,456.64,26,31
2020-08-30 07:23:04,26.9420723,75.7978691,456.79,24,31
2020-08-30 07:23:05,26.9420058,75.7978991,455.9,19,31
2020-08-30 07:23:06,26.941934600000003,75.79793070000001,455.63,26,31
2020-08-30 07:23:08,26.941808399999996,75.79798890000001,455.62,25,31
2020-08-30 07:23:09,26.9417485,75.7980179,455.54,17,31
2020-08-30 07:23:10,26.9417206,75.7980319,455.47,34,31
2020-08-30 07:23:11,26.9416543,75.79806690000001,454.63,23,31
2020-08-30 07:23:13,26.9415475,75.79812159999999,454.69,25,31
2020-08-30 07:23:14,26.9415,75.7981474,454.57,21,32
2020-08-30 07:23:15,26.9414397,75.7981785,454.44,19,32
2020-08-30 07:23:16,26.9413875,75.7982035,454.92,22,32
2020-08-30 07:23:17,26.9413231,75.7982343,455.09,22,32
2020-08-30 07:23:19,26.9412235,75.798287,455.0,18,32
2020-08-30 07:23:20,26.9411436,75.7983297,454.51,19,32
2020-08-30 07:23:21,26.941082399999996,75.79836209999999,454.38,16,32
2020-08-30 07:23:22,26.9410197,75.7983886,451.07,21,32
2020-08-30 07:23:23,26.9409599,75.7984118,450.9,20,32
2020-08-30 07:23:25,26.940857300000005,75.7984552,449.42,22,32
2020-08-30 07:23:26,26.940799300000002,75.7984824,448.63,24,32
2020-08-30 07:23:27,26.9407478,75.7985071,447.98,16,32
2020-08-30 07:23:28,26.9406907,75.7985297,443.31,24,32
2020-08-30 07:23:29,26.9406298,75.798546,444.86,21,32
2020-08-30 07:23:31,26.940494899999997,75.7986207,444.87,23,32
2020-08-30 07:23:32,26.940435600000004,75.7986598,444.24,25,32
2020-08-30 07:23:33,26.940389899999996,75.7986875,443.96,22,32
2020-08-30 07:23:34,26.940307899999997,75.798733,446.07,28,32
2020-08-30 07:23:36,26.940178600000003,75.7988088,445.47,31,32
2020-08-30 07:23:37,26.940115999999996,75.7988508,445.0,21,32
2020-08-30 07:23:38,26.9400565,75.79889279999999,445.14,19,32
2020-08-30 07:23:39,26.939988899999996,75.79893179999999,443.94,17,32
2020-08-30 07:23:40,26.939921899999998,75.7989639,444.12,23,32
2020-08-30 07:23:42,26.9397869,75.79904090000001,443.17,19,32
2020-08-30 07:23:43,26.9397235,75.7990713,443.12,16,32
2020-08-30 07:23:44,26.9396603,75.7991027,443.08,16,32
2020-08-30 07:23:45,26.9396022,75.7991307,442.1,17,32
2020-08-30 07:23:46,26.939523699999995,75.79916829999999,443.36,12,32
2020-08-30 07:23:48,26.939409499999996,75.79922370000001,442.9,16,32
2020-08-30 07:23:49,26.939354499999997,75.79925250000001,442.77,17,32
2020-08-30 07:23:50,26.9392951,75.7992841,442.37,18,32
2020-08-30 07:23:51,26.93924,75.7993174,442.65,15,32
2020-08-30 07:23:52,26.9391803,75.7993583,442.28,12,32
2020-08-30 07:23:54,26.939047499999997,75.79943990000001,441.6,13,32
2020-08-30 07:23:55,26.9390187,75.7994587,441.58,14,32
2020-08-30 07:23:56,26.938928499999996,75.79951729999999,447.39,9,32
2020-08-30 07:23:57,26.9388725,75.7995542,447.73,14,32
2020-08-30 07:23:59,26.9387711,75.7996287,447.29,17,32
2020-08-30 07:24:00,26.9387045,75.7996745,446.99,15,32
2020-08-30 07:24:01,26.9386499,75.7997217,446.73,18,32
2020-08-30 07:24:02,26.9386243,75.79974890000001,446.7,13,32
2020-08-30 07:24:03,26.9385498,75.79982009999999,445.51,17,32
2020-08-30 07:24:05,26.938461600000004,75.7998848,443.21,11,32
2020-08-30 07:24:06,26.9384165,75.7999259,443.07,11,32
2020-08-30 07:24:07,26.938374300000003,75.7999697,443.17,18,32
2020-08-30 07:24:08,26.938319,75.8000314,443.46,13,32
2020-08-30 07:24:09,26.9382788,75.8000819,444.3,17,32
2020-08-30 07:24:11,26.9382124,75.8001851,444.03,19,32
2020-08-30 07:24:12,26.938189,75.80022729999999,444.05,22,32
2020-08-30 07:24:13,26.9381717,75.80025859999999,448.63,20,33
2020-08-30 07:24:14,26.9381539,75.8002973,449.3,22,32
2020-08-30 07:24:15,26.938146500000002,75.8003335,449.35,20,33
2020-08-30 07:24:17,26.9381455,75.8004104,449.39,19,33
2020-08-30 07:24:18,26.9381538,75.8004507,449.28,13,33
2020-08-30 07:24:20,26.938176300000002,75.80049050000001,443.93,13,33
2020-08-30 07:24:21,26.938206400000002,75.8005334,443.43,11,33
2020-08-30 07:24:23,26.9382675,75.8006397,443.13,16,33
2020-08-30 07:24:24,26.9382946,75.8006861,443.18,22,33
2020-08-30 07:24:25,26.938318,75.8007255,443.22,21,33
2020-08-30 07:24:26,26.9383419,75.8007636,444.07,23,33
2020-08-30 07:24:28,26.9384049,75.800832,444.06,17,33
2020-08-30 07:24:29,26.938436,75.80085090000001,443.61,24,33
2020-08-30 07:24:30,26.938482,75.800883,443.91,32,33
2020-08-30 07:24:31,26.938524100000002,75.8009065,441.71,37,33
2020-08-30 07:24:32,26.9385666,75.80092109999998,441.82,19,33
2020-08-30 07:24:34,26.9386768,75.80094390000001,441.56,34,33
2020-08-30 07:24:35,26.9387125,75.8009449,441.16,21,33
2020-08-30 07:24:36,26.9387702,75.8009517,440.87,30,33
2020-08-30 07:24:37,26.938837899999996,75.80098149999999,450.3,24,33
2020-08-30 07:24:38,26.9388744,75.80100379999999,450.39,31,33
2020-08-30 07:24:40,26.9389735,75.80107509999999,450.35,23,33
2020-08-30 07:24:41,26.939027600000003,75.8011244,450.44,29,33
2020-08-30 07:24:42,26.9390653,75.8011621,450.33,33,33
2020-08-30 07:24:43,26.939111600000004,75.8012148,454.44,36,33
2020-08-30 07:24:44,26.939142200000003,75.8012522,454.43,20,33
2020-08-30 07:24:46,26.9392027,75.8013221,454.26,22,33
2020-08-30 07:24:47,26.9392348,75.8013542,453.97,17,33
2020-08-30 07:24:48,26.939263800000003,75.8013774,453.73,14,33
2020-08-30 07:24:49,26.939304600000003,75.8013988,453.7,19,33
2020-08-30 07:24:51,26.939380199999995,75.8014085,453.8,18,33
2020-08-30 07:24:52,26.9394279,75.8013943,453.87,21,33
2020-08-30 07:24:53,26.9394783,75.8013715,453.93,13,33
2020-08-30 07:24:54,26.9395229,75.8013485,454.33,11,33
2020-08-30 07:24:55,26.939584000000004,75.8013189,454.29,14,33
2020-08-30 07:24:57,26.939698800000002,75.8012618,454.65,16,33
2020-08-30 07:24:58,26.9397256,75.8012494,454.8,21,33
2020-08-30 07:24:59,26.939797600000002,75.8012068,455.08,17,33
2020-08-30 07:25:00,26.9398521,75.8011715,455.3,14,33
2020-08-30 07:25:01,26.939887199999998,75.8011525,455.41,16,33
2020-08-30 07:25:03,26.940022999999997,75.8010843,455.4,17,33
2020-08-30 07:25:04,26.9400594,75.8010665,455.29,18,33
2020-08-30 07:25:05,26.9401223,75.80103509999999,455.31,21,33
2020-08-30 07:25:06,26.9402015,75.8009951,456.75,17,33
2020-08-30 07:25:07,26.940245,75.8009728,456.54,12,33
2020-08-30 07:25:09,26.940362899999997,75.8009102,455.88,15,33
2020-08-30 07:25:10,26.940446,75.8008682,455.78,22,33
2020-08-30 07:25:11,26.9404932,75.8008426,455.82,15,33
2020-08-30 07:25:12,26.940563800000003,75.80080699999999,456.02,25,33
2020-08-30 07:25:14,26.9406995,75.80073709999999,455.94,16,33
2020-08-30 07:25:15,26.9407566,75.80070649999999,455.9,16,33
2020-08-30 07:25:16,26.940822100000002,75.8006694,455.71,13,33
2020-08-30 07:25:17,26.940900699999997,75.80062530000001,456.93,15,33
2020-08-30 07:25:18,26.940939299999997,75.8006053,456.8,16,33
2020-08-30 07:25:20,26.941052399999997,75.8005404,456.39,17,33
2020-08-30 07:25:21,26.9410852,75.80052490000001,456.18,15,33
2020-08-30 07:25:22,26.941152399999996,75.80049340000001,456.07,16,33
2020-08-30 07:25:23,26.9411855,75.80047979999999,457.48,20,33
2020-08-30 07:25:24,26.9412316,75.8004604,457.82,21,33
2020-08-30 07:25:26,26.9412865,75.8004155,457.56,18,33
2020-08-30 07:25:27,26.9413026,75.8003879,457.21,17,33
2020-08-30 07:25:28,26.9413172,75.80036329999999,456.65,21,33
2020-08-30 07:25:29,26.941343100000005,75.80033829999999,454.01,19,33
2020-08-30 07:25:30,26.9413553,75.80032220000001,453.71,24,33
2020-08-30 07:25:32,26.9413756,75.8002634,453.09,15,33
2020-08-30 07:25:33,26.9413705,75.8002247,452.88,22,33
2020-08-30 07:25:34,26.9413641,75.8001881,446.89,23,33
2020-08-30 07:25:35,26.941359000000002,75.80014109999999,447.64,19,33
2020-08-30 07:25:37,26.9413332,75.8000268,447.69,18,33
2020-08-30 07:25:38,26.9413217,75.79999090000001,447.96,21,33
2020-08-30 07:25:39,26.9413,75.79992370000001,448.27,23,33
2020-08-30 07:25:40,26.941287300000003,75.7998937,453.02,23,33
2020-08-30 07:25:41,26.941263199999998,75.79983940000001,452.56,32,33
2020-08-30 07:25:43,26.9412316,75.79975959999999,452.24,25,33
2020-08-30 07:25:44,26.941206800000003,75.7996957,452.42,19,33
2020-08-30 07:25:45,26.941193300000002,75.79966259999999,452.31,24,33
2020-08-30 07:25:46,26.9411707,75.79959579999999,452.59,15,33
2020-08-30 07:25:47,26.941159600000002,75.7995541,452.41,15,33
2020-08-30 07:25:49,26.9411137,75.7994316,452.26,14,33
2020-08-30 07:25:50,26.941082300000005,75.7993459,452.05,16,33
2020-08-30 07:25:51,26.9410671,75.7993005,445.69,18,33
2020-08-30 07:25:52,26.941027899999998,75.799214,445.12,20,33
2020-08-30 07:25:53,26.940999100000003,75.7991711,444.42,19,33
2020-08-30 07:25:55,26.940935200000002,75.7990584,443.95,31,33
2020-08-30 07:25:56,26.9409075,75.798978,443.94,25,33
2020-08-30 07:25:57,26.9408817,75.7989182,448.34,25,33
2020-08-30 07:37:56,26.939855800000004,75.7767449,431.85,38,31
2020-08-30 07:37:57,26.939862199999997,75.7766738,431.99,33,31
2020-08-30 07:37:59,26.9398751,75.7765007,432.65,33,31
2020-08-30 07:38:00,26.9398848,75.7764027,432.15,24,31
2020-08-30 07:38:01,26.9398957,75.77630040000001,431.84,23,31
2020-08-30 07:38:02,26.939901199999998,75.77621059999998,432.23,27,31
2020-08-30 07:38:04,26.9399081,75.7760275,432.92,32,31
2020-08-30 07:38:05,26.939912699999997,75.77593990000001,432.88,26,31
2020-08-30 07:38:06,26.9399155,75.77587659999999,431.29,26,31
2020-08-30 07:38:07,26.9399228,75.7758094,430.67,28,32
2020-08-30 07:38:08,26.939928600000002,75.7757563,430.71,31,32
2020-08-30 07:38:10,26.9399374,75.7756309,430.77,44,32
2020-08-30 07:38:11,26.939939199999998,75.775554,430.45,33,32
2020-08-30 07:38:12,26.9399399,75.775486,430.51,29,32
2020-08-30 07:38:13,26.939941700000002,75.7753922,430.74,36,32
2020-08-30 07:38:14,26.939946600000003,75.77530440000001,430.78,26,32
2020-08-30 07:38:16,26.9399584,75.7750913,430.72,24,32
2020-08-30 07:38:17,26.9399642,75.77498829999999,431.17,21,32
2020-08-30 07:38:18,26.9399717,75.77485159999999,430.65,21,32
2020-08-30 07:38:19,26.939973699999996,75.7747168,430.49,32,32
2020-08-30 07:38:20,26.939974300000003,75.7746093,430.34,25,32
2020-08-30 07:38:22,26.9399837,75.7743776,429.96,29,32
2020-08-30 07:38:23,26.9399924,75.7742719,432.91,33,32
2020-08-30 07:38:24,26.9400021,75.77415500000001,433.34,33,32
2020-08-30 07:38:25,26.9400087,75.774073,433.25,34,32
2020-08-30 07:38:26,26.940018199999997,75.77399720000001,433.01,30,32
2020-08-30 07:38:28,26.9400382,75.7738429,432.63,36,32
2020-08-30 07:38:29,26.9400498,75.77376509999999,431.59,26,32
2020-08-30 07:38:30,26.940058899999997,75.7736802,432.04,17,32
2020-08-30 07:38:31,26.940066700000003,75.77361280000001,432.07,25,32
2020-08-30 07:38:33,26.9400777,75.7734821,432.48,27,32
2020-08-30 07:38:34,26.9400841,75.7734154,432.63,30,32
2020-08-30 07:38:35,26.940092100000005,75.7733614,432.64,28,32
2020-08-30 07:38:36,26.9401064,75.7732892,432.69,24,32
2020-08-30 07:38:37,26.940120299999997,75.77322480000001,432.8,23,32
2020-08-30 07:38:39,26.940146000000002,75.7730635,432.9,18,32
2020-08-30 07:38:40,26.940150899999995,75.7729627,436.27,18,32
2020-08-30 07:38:41,26.9401594,75.7728797,436.17,15,32
2020-08-30 07:38:42,26.940181,75.7727717,436.24,18,32
2020-08-30 07:38:43,26.9402033,75.7726724,436.11,18,32
2020-08-30 07:38:45,26.9402457,75.7724618,435.8,20,32
2020-08-30 07:38:46,26.940270899999998,75.77233609999999,433.6,18,32
2020-08-30 07:38:47,26.9402968,75.7722345,433.65,14,32
2020-08-30 07:38:48,26.940327500000002,75.7721315,433.77,14,32
2020-08-30 07:38:49,26.9403734,75.77197779999999,433.98,23,32
2020-08-30 07:38:51,26.9404464,75.7717287,434.41,24,32
2020-08-30 07:38:52,26.9404788,75.7716236,434.25,19,32
2020-08-30 07:38:53,26.9405308,75.7715005,433.88,21,32
2020-08-30 07:38:54,26.9405712,75.771408,433.39,13,32
2020-08-30 07:38:56,26.940645899999996,75.77118399999999,432.69,19,32
2020-08-30 07:38:57,26.9406704,75.77109140000002,432.83,27,32
2020-08-30 07:38:58,26.9407178,75.7709584,434.36,14,32
2020-08-30 07:38:59,26.9407505,75.7708433,434.08,19,32
2020-08-30 07:39:00,26.940787300000004,75.77071120000001,433.74,21,32
2020-08-30 07:39:02,26.9408776,75.7704645,432.9,25,32
2020-08-30 07:39:03,26.9409136,75.7703479,428.53,20,32
2020-08-30 07:39:04,26.9409502,75.7702266,429.04,23,32
2020-08-30 07:39:05,26.9409813,75.77013120000001,428.87,21,32
2020-08-30 07:39:06,26.9410268,75.7699879,428.64,26,32
2020-08-30 07:39:08,26.941104499999998,75.7697063,428.87,42,32
2020-08-30 07:39:09,26.941137599999998,75.7695778,431.03,35,32
2020-08-30 07:39:10,26.941181800000003,75.7694126,431.99,24,32
2020-08-30 07:39:11,26.941228999999996,75.76925,432.48,29,32
2020-08-30 07:39:12,26.9412706,75.7691206,432.81,38,32
2020-08-30 07:39:14,26.941373,75.768801,435.25,20,32
2020-08-30 07:39:15,26.9414124,75.76867359999999,434.51,30,32
2020-08-30 07:39:16,26.941464399999997,75.7685078,434.85,23,32
2020-08-30 07:39:17,26.941506699999998,75.76836490000001,435.33,30,32
2020-08-30 07:39:19,26.941599,75.7680584,436.8,24,32
2020-08-30 07:39:20,26.941645899999997,75.76789559999999,440.49,22,32
2020-08-30 07:39:21,26.941686199999996,75.7677608,439.53,27,32
2020-08-30 07:39:22,26.941721299999998,75.7676412,439.89,18,32
2020-08-30 07:39:23,26.941758399999998,75.76750340000001,440.59,30,32
2020-08-30 07:39:25,26.9418239,75.7672874,440.36,27,32
2020-08-30 07:39:26,26.941862,75.7671619,444.35,25,32
2020-08-30 07:39:27,26.941894199999997,75.7670553,443.64,29,32
2020-08-30 07:39:28,26.941930699999997,75.7669286,443.47,21,32
2020-08-30 07:39:29,26.941955600000004,75.7668311,443.27,17,32
2020-08-30 07:39:31,26.9420174,75.7666443,443.37,23,32
2020-08-30 07:39:32,26.942046,75.766554,443.82,38,32
2020-08-30 07:39:33,26.942080600000004,75.7664334,443.47,44,32
2020-08-30 07:39:34,26.9421098,75.7663335,443.01,34,32
2020-08-30 07:39:35,26.942145299999996,75.766203,442.58,47,32
2020-08-30 07:39:37,26.9422038,75.76595400000001,439.7,40,32
2020-08-30 07:39:38,26.942222700000002,75.76585279999999,440.12,43,32
2020-08-30 07:39:39,26.942241999999997,75.76576690000002,439.74,55,32
2020-08-30 07:39:40,26.9422614,75.7656877,439.51,49,32
2020-08-30 07:39:42,26.9423044,75.76550959999999,439.2,34,32
2020-08-30 07:39:43,26.942322100000002,75.76542859999999,439.77,36,32
2020-08-30 07:39:44,26.9423419,75.76533640000001,440.43,32,32
2020-08-30 07:39:45,26.942355900000003,75.7652689,440.18,32,32
2020-08-30 07:39:46,26.9423727,75.765186,439.74,41,32
2020-08-30 07:39:48,26.9424076,75.76504140000002,438.76,41,32
2020-08-30 07:39:49,26.942422600000004,75.7649694,437.42,28,32
2020-08-30 07:39:50,26.94244,75.7648934,437.88,33,32
2020-08-30 07:39:51,26.9424546,75.7648047,437.5,35,32
2020-08-30 07:39:52,26.9424663,75.7647241,437.2,225,32
2020-08-30 07:39:54,26.9424859,75.7645589,436.43,98,32
2020-08-30 07:39:55,26.942501899999996,75.76446949999999,437.04,165,32
2020-08-30 07:39:56,26.9425136,75.7643954,436.59,112,32
2020-08-30 07:39:57,26.9425288,75.7643019,436.35,132,32
2020-08-30 07:39:58,26.942543100000005,75.764212,436.13,90,32
2020-08-30 07:40:00,26.9425663,75.7639954,433.79,83,32
2020-08-30 07:40:01,26.942578700000002,75.76387270000001,434.81,42,32
2020-08-30 07:40:02,26.9425896,75.76377480000001,434.47,46,32
2020-08-30 07:40:03,26.942605100000005,75.7636876,433.89,63,32
2020-08-30 07:40:05,26.9426466,75.763423,433.13,47,32
2020-08-30 07:40:06,26.9426652,75.7633007,433.55,39,32
2020-08-30 07:40:07,26.942682399999995,75.7631845,433.83,41,32
2020-08-30 07:40:08,26.9426989,75.7630755,433.08,27,32
2020-08-30 07:40:09,26.9427173,75.76293879999999,432.47,32,32
2020-08-30 07:40:11,26.9427352,75.7627559,431.53,30,32
2020-08-30 07:40:12,26.942738800000004,75.7625979,431.99,21,32
2020-08-30 07:40:13,26.942734899999998,75.7625084,431.39,25,32
2020-08-30 07:40:14,26.942731899999995,75.7624431,430.75,41,32
2020-08-30 07:40:15,26.942726300000004,75.76237909999999,430.06,49,33
2020-08-30 07:40:17,26.9427188,75.76232159999999,429.48,53,33
2020-08-30 07:40:18,26.942716100000002,75.7622597,429.2,44,33
2020-08-30 07:40:19,26.9427162,75.7621908,428.94,32,33
2020-08-30 07:40:20,26.9427157,75.7621538,428.9,42,33
2020-08-30 07:40:21,26.942712800000002,75.7621036,428.83,51,33
2020-08-30 07:40:23,26.942703499999997,75.762008,428.58,84,33
2020-08-30 07:40:24,26.9426833,75.7618999,430.38,46,33
2020-08-30 07:40:25,26.942662100000003,75.7618305,430.39,39,33
2020-08-30 07:40:26,26.9426309,75.76175009999999,430.41,39,33
2020-08-30 07:40:28,26.942547700000002,75.7615978,430.51,36,33
2020-08-30 07:40:29,26.942528399999997,75.7615572,430.59,39,33
2020-08-30 07:40:30,26.942476899999996,75.76142420000001,432.15,26,33
2020-08-30 07:40:31,26.942453600000004,75.7613302,431.84,29,33
2020-08-30 07:40:32,26.942441600000002,75.7612307,431.35,30,33
2020-08-30 07:40:34,26.9424061,75.76105770000001,433.1,35,33
2020-08-30 07:40:35,26.9423929,75.76097740000002,433.44,48,33
2020-08-30 07:40:36,26.942384499999996,75.76090040000001,433.28,46,33
2020-08-30 07:40:37,26.9423831,75.760806,433.28,39,33
2020-08-30 07:40:40,26.9424026,75.7606613,433.24,38,33
2020-08-30 07:40:41,26.9424229,75.76058259999999,433.63,47,33
2020-08-30 07:40:42,26.942437899999994,75.7605152,433.75,37,33
2020-08-30 07:40:43,26.942456699999997,75.76045409999999,433.59,32,33
2020-08-30 07:40:44,26.94248,75.7603869,433.38,35,33
2020-08-30 07:40:46,26.942515999999998,75.7602745,432.96,50,33
2020-08-30 07:40:47,26.942541499999997,75.7602088,434.57,50,33
2020-08-30 07:40:48,26.942567200000003,75.7601526,434.95,49,33
2020-08-30 07:40:49,26.9425971,75.7600818,434.8,36,33
2020-08-30 07:40:51,26.94267,75.7598802,435.5,35,33
2020-08-30 07:40:52,26.9426964,75.7598093,437.64,36,33
2020-08-30 07:40:53,26.942712899999997,75.7597625,437.52,32,33
2020-08-30 07:40:54,26.942755,75.75964920000001,437.29,22,33
2020-08-30 07:40:55,26.9427927,75.75954250000001,437.16,21,33
2020-08-30 07:40:57,26.942874300000003,75.7593213,437.22,13,33
2020-08-30 07:40:58,26.942915600000003,75.7592085,438.29,34,33
2020-08-30 07:40:59,26.9429619,75.7590855,438.07,36,33
2020-08-30 07:41:00,26.9430019,75.758973,438.1,32,33
2020-08-30 07:41:01,26.943040999999997,75.7588473,438.25,29,33
2020-08-30 07:41:03,26.94309,75.7586084,438.68,45,33
2020-08-30 07:41:04,26.9431071,75.7584553,438.16,56,33
2020-08-30 07:41:05,26.9431141,75.7583361,438.1,51,33
2020-08-30 07:41:06,26.9431173,75.7582522,438.16,56,33
2020-08-30 07:41:07,26.943120899999997,75.7581632,438.1,61,33
2020-08-30 07:41:09,26.9431358,75.7580136,436.83,46,33

